refSeqname	GeneName	pos	.Lgr5+_FPKM	Lgr5-_FPKM
NM_026532	Nutf2	chr8:108384533-108404301	16.354	10.8286
NR_033574	Nutf2-ps1	.	.	.
NM_176838	Esrp2	chr8:108655082-108660874	53.6537	11.7772
NM_021491	Smpd3	chr8:108776447-108861888	48.7341	8.15182
NM_009864	Cdh1	chr8:109127267-109194146	219.33	90.2392
NM_173037	Tmco7	chr8:109206967-109375339	4.26778	2.2461
NM_011574	Cirh1a	chr8:109417539-109446994	23.0725	14.4479
NM_139229	Cog8	chr8:109572608-109580637	31.2054	9.3199
NM_025558	Cyb5b	chr8:109674560-109711370	40.9631	71.2495
NM_018823	Nfat5	chr8:109817369-109903417	8.60381	10.8274
NM_133957	Nfat5	chr8:109817369-109903417	9.86761	7.25361
NM_025830	Wwp2	chr8:109960297-110082495	14.4986	14.2237
NM_007496	Zfhx3	chr8:111238543-111485536	14.8003	3.14258
NM_009677	Ap1g1	chr8:112302539-112384835	42.1439	22.1677
NM_001122594	Phlpp2	chr8:112392502-112468571	2.99644	11.5292
NM_172916	Hydin	chr8:112790876-113134153	0	0
NM_133973	Cog4	chr8:113370923-113406134	15.7742	15.7854
NM_007916	Ddx19a	chr8:113498890-113521723	51.8697	21.9447
NM_198308	Pdpr	chr8:113618644-113659044	9.87393	4.72739
NM_009149	Glg1	chr8:113681457-113783102	22.6768	11.8532
NM_178086	Fa2h	chr8:113869037-113917721	0.721537	0
NM_001170742	Wdr59	chr8:113972683-114046007	1.61832	0.641502
NM_001170743	Wdr59	chr8:113972683-114046007	0.593348	0.345589
NM_176923	Wdr59	chr8:113972683-114046007	0.680004	0.661661
NM_019950	Chst5	chr8:114413034-114434099	0	0
NR_033584	Gm10280	chr8:115591161-115617233	0	0
NM_172466	Adamts18	chr8:116222036-116372739	0	0
NM_173016	Vat1l	chr8:116729539-116897970	0	0
NM_029441	Cdyl2	chr8:119098299-119256891	0.799676	0
NM_001163262	4933407C03Rik	chr8:119780918-119985405	85.0773	77.8855
NM_028941	4933407C03Rik	chr8:119780918-119985405	0.0578633	0.0834157
NM_172285	Plcg2	chr8:120022190-120159042	4.11316	6.23834
NM_028725	Sdr42e1	chr8:120185298-120195415	12.6941	9.46285
NM_026758	Mphosph6	chr8:120315544-120325829	7.29947	4.50156
NM_025734	Kcng4	chr8:122147753-122159580	0	0
NM_028883	4632415K11Rik	chr8:122284486-122302316	7.03016	2.20891
NM_030209	Crispld2	chr8:122516369-122576693	0	1.38652
NM_198671	Gse1	chr8:123012765-123112975	19.9316	12.409
NM_001145897	Gse1	chr8:123012765-123112975	0.0722072	0.645125
NM_001145896	Gse1	chr8:123012765-123112975	13.7862	1.4997
NM_080855	Zcchc14	chr8:124122602-124175833	17.3219	7.61627
NM_001110100	Banp	chr8:124474432-124553158	1.75722	2.46666
NM_016812	Banp	chr8:124474432-124553158	1.40752	1.71951
NM_020605	Jph3	chr8:124254458-124314983	0.391563	0
NM_001029993	Zc3h18	chr8:124900515-124941260	3.309	0.0973403
NM_001029994	Zc3h18	chr8:124900515-124941260	26.0415	9.89383
NM_001037298	Fam38a	chr8:125000042-125075229	11.9277	4.00804
NM_001109873	Cbfa2t3	chr8:125149035-125223009	3.2167	0.119451
NM_177289	Cbfa2t3	chr8:125149035-125223009	2.52693	2.35843
NM_009824	Cbfa2t3	chr8:125149035-125223009	0.581591	0.611744
NM_144932	Acsf3	chr8:125299404-125341781	8.58042	4.84266
NM_001081379	Ankrd11	chr8:125407721-125566184	32.4598	17.2546
NR_037865	Ankrd11	chr8:125407721-125566184	10.236	4.31775
NM_009003	Rab4a	chr8:126329895-126359191	8.98384	20.5541
NM_019552	Abcb10	chr8:126476358-126507022	3.18982	0.871133
NM_023709	Capn9	chr8:127100010-127142631	2.42931	1.6371
NM_001081120	Fam89a	chr8:127264156-127275709	1.59613	2.5745
NM_010322	Gnpat	chr8:127386932-127413957	15.7781	11.7738
NM_174853	Disc1	chr8:127578094-127785051	0	0.21078
NM_174854	Disc1	chr8:127578094-127785051	0	0.0905224
NM_175561	Pcnxl2	chr8:128275407-128422193	0	0
NM_145608	BC021891	chr8:128434349-128471339	17.683	6.54572
NM_175434	Slc35f3	chr8:128822478-128919877	0	0
NM_001122850	Pard3	chr8:129587955-130136186	5.5345	4.80723
NM_001013581	Pard3	chr8:129587955-130136186	1.98467	1.70192
NM_001013580	Pard3	chr8:129587955-130136186	3.22241	0.140537
NM_008737	Nrp1	chr8:130882972-131029375	1.49833	0.907405
NM_001168369	1700008F21Rik	chr8:131591033-131707632	0	0
NM_029292	1700008F21Rik	chr8:131591033-131707632	0	0
NM_001033378	A430078G23Rik	chr8:3353414-3390299	0	1.34917
NM_026951	Pex11c	chr8:3458816-3467648	0	2.28676
NM_029598	1700019B03Rik	chr8:3470861-3487178	0	0
NM_080461	Zfp358	chr8:3493137-3497208	40.7765	20.3788
NM_053177	Mcoln1	chr8:3500518-3515231	25.5508	104.163
NM_001024728	C330021F23Rik	chr8:3567997-3584776	4.68709	1.1762
NM_001163749	2310057J16Rik	chr8:3587449-3609075	27.3253	18.3012
NM_027171	2310057J16Rik	chr8:3587449-3609075	36.2328	9.30688
NM_026156	Xab2	chr8:3610089-3621296	16.5266	7.36684
NM_001195244	2900053A13Rik	chr8:3621550-3625545	2.31991	0
NM_008790	Pcp2	chr8:3621550-3625545	0	0
NM_001129804	Pcp2	chr8:3621550-3625545	0	0
NM_001129803	Pcp2	chr8:3621550-3625545	0	0
NM_011503	Stxbp2	chr8:3631159-3643644	36.852	39.1383
NM_026985	1810033B17Rik	chr8:3665761-3668905	0	0
NM_022984	Retn	chr8:3655769-3659818	0	0
NM_001204959	Retn	chr8:3655769-3659818	0	0
NM_025701	Trappc5	chr8:3676476-3680921	4.25302	6.13854
NM_013517	Fcer2a	chr8:3681736-3694174	0.919384	37.0212
NM_029465	Clec4g	chr8:3716070-3720651	0	0
NM_133238	Cd209a	chr8:3743394-3748984	0	2.89505
NR_024198	Rprl3	chr8:3803095-3803689	0	3.74238
NM_130905	Cd209e	chr8:3847972-3854286	0	0
NM_130904	Cd209d	chr8:3871823-3878499	0	0
NM_026972	Cd209b	chr8:3917656-3926814	0	0
NM_001037800	Cd209b	chr8:3917656-3926814	0	0
NM_130903	Cd209c	chr8:3940221-3946863	0	0
NM_026956	Cd209f	chr8:4102792-4105764	0	1.2924
NM_027343	Cd209g	chr8:4134732-4137451	0	1.60202
NM_001039578	Evi5l	chr8:4166566-4193701	1.01411	1.0528
NM_207203	BC068157	chr8:4209542-4217312	0.688177	0.260484
NM_028175	Lrrc8e	chr8:4226826-4237470	0	0.623861
NM_001042557	Map2k7	chr8:4238739-4247897	12.3013	14.1727
NM_001164172	Map2k7	chr8:4238739-4247897	0.132549	0.101707
NM_011944	Map2k7	chr8:4238739-4247897	11.5537	6.44756
NM_001195258	Gm14378	chr8:4248213-4251423	11.3415	2.16823
NM_133968	Snapc2	chr8:4253101-4256220	22.9537	7.93163
NM_183315	Ctxn1	chr8:4257645-4259274	6.33384	6.05326
NM_011592	Timm44	chr8:4259730-4275905	9.74867	3.57623
NM_010485	Elavl1	chr8:4284781-4325100	10.064	4.795
NM_009138	Ccl25	chr8:4325209-4360020	74.0356	140.685
NM_026058	Lass4	chr8:4493404-4526079	5.21307	1.29139
NM_145591	Zfp958	chr8:4613169-4630231	0	0
NM_011369	Shcbp1	chr8:4735979-4779534	2.23776	0
NM_011388	Slc10a2	chr8:5085622-5105232	0	0
NM_176849	Arglu1	chr8:8666575-8690537	5.76295	5.96424
NM_176953	Lig4	chr8:9970019-9976323	2.12071	2.60782
NM_001081119	Abhd13	chr8:9977716-9992154	0.158243	0.799918
NM_026868	Abhd13	chr8:9977716-9992154	2.58868	0.328872
NM_033622	Tnfsf13b	chr8:10006632-10035999	1.68246	2.78009
NR_030715	3930402G23Rik	chr8:10924426-10928457	0.76467	0
NM_001081212	Irs2	chr8:10986963-11008430	4.25195	6.20142
NM_011227	Rab20	chr8:11453976-11478499	0	3.38641
NM_001190357	Carkd	chr8:11497505-11513286	10.9768	3.25914
NM_026995	Carkd	chr8:11497505-11513286	0.169141	0.0936039
NM_011919	Ing1	chr8:11556065-11563250	6.10144	3.98521
NM_133971	Ankrd10	chr8:11611582-11635754	11.8032	0.000370823
NR_030779	Ankrd10	chr8:11611582-11635754	3.34061	2.25709
NR_030780	Ankrd10	chr8:11611582-11635754	1.66114	5.51656
NR_030781	Ankrd10	chr8:11611582-11635754	3.21208	1.69E-05
NM_001167967	Ankrd10	chr8:11611582-11635754	0.0887796	0.0147
NR_028307	Gm6524	chr8:11692981-11694514	0	0.941086
NM_029326	1700018L24Rik	chr8:11840520-11855761	0	0
NR_027975	Gm5607	chr8:12385770-12436732	0	0
NM_009233	Sox1	chr8:12385770-12436732	0	0
NM_198031	Tubgcp3	chr8:12614276-12672100	9.0139	2.98379
NM_010172	F7	chr8:13026033-13035809	0	0
NM_007972	F10	chr8:13037307-13056216	0	11.1125
NM_025834	Proz	chr8:13060907-13075006	0	15.5054
NM_178708	Pcid2	chr8:13077524-13105343	13.6652	6.13597
NM_010684	Lamp1	chr8:13159134-13175338	119.129	194.982
NM_025768	Grtp1	chr8:13176868-13200624	14.4225	5.6403
NR_035494	Mir1968	chr8:13176868-13200624	0	0
NM_001024504	Dcun1d2	chr8:13255962-13322924	4.61E-11	1.91236
NM_001042649	Dcun1d2	chr8:13255962-13322924	0.0011104	2.38E-11
NM_001042650	Dcun1d2	chr8:13255962-13322924	4.87466	5.16621
NM_001042651	Dcun1d2	chr8:13255962-13322924	3.17404	2.39E-11
NM_172282	Tmco3	chr8:13255962-13322924	0.0137128	0.109248
NM_009724	Atp4b	chr8:13386208-13396778	0	0
NM_011881	Grk1	chr8:13405080-13421949	0	0
NM_001143671	Fam70b	chr8:13435458-13461451	0	0
NM_001143672	Fam70b	chr8:13435458-13461451	0	0
NM_019521	Gas6	chr8:13465373-13494535	65.8161	41.929
NM_001080781	1700029H14Rik	chr8:13550732-13562448	0	0
NM_025601	1700029H14Rik	chr8:13550732-13562448	0	0
NM_001101519	4932443I19Rik	chr8:13705888-13743066	0	0
NM_025924	Upf3a	chr8:13785614-13798537	5.41575	3.44642
NM_153093	AF366264	chr8:13835230-13838089	0	0.0218008
NM_181854	Zfp828	chr8:13869640-13881639	15.7028	2.19766
NM_025556	2410022L05Rik	chr8:13884787-13890271	0	1.50685
NM_025785	Fbxo25	chr8:13907805-13940521	7.0113	13.7431
NM_173744	2610019F03Rik	chr8:13952007-13974777	0	23.4486
NM_001034862	Erich1	chr8:14027564-14090327	3.71046	0.842542
NM_012000	Cln8	chr8:14888535-14901719	1.94918	2.68759
NM_029116	Kbtbd11	chr8:15011024-15033332	5.69858	8.36602
NM_001007591	BB014433	chr8:15041445-15046078	0	0
NR_037972	BB014433	.	.	.
NR_037214	Mir3106	chr8:15892544-17535385	0	0
NM_007426	Angpt2	chr8:18595172-18803188	6.17412	0
NM_183039	Defb40	chr8:18974939-18978116	0	0
NM_001113350	Xkr5	chr8:18932728-18950973	0.718819	0
NM_176951	Xkr5	chr8:18932728-18950973	1.21039	0
NM_181683	Defb37	chr8:18986232-18991055	0	0
NM_183038	Defb39	chr8:19052825-19064810	0	0
NM_183036	Defb38	chr8:19023463-19026529	0	0
NM_183035	Defb34	chr8:19123751-19126540	0	0
NM_152802	Defb12	chr8:19111930-19114833	0	0
NM_001039563	Spag11b	chr8:19140758-19143010	0	0
NM_183026	Defb14	chr8:19194327-19195309	0	0
NM_001034905	Spag11b	chr8:19140758-19143010	0	0
NM_054074	Defb6	chr8:19225477-19228209	0	0
NM_153115	Spag11a	chr8:19157886-19159578	0	0
NR_002878	Defa-ps12	chr8:19210461-19212760	0	0
NM_001025351	Defb46	chr8:19239915-19242143	0	0
NM_019728	Defb4	chr8:19198703-19201547	0	0
NM_030734	Defb5	chr8:19247591-19250828	0	0
NM_013756	Defb3	chr8:19293360-19295339	0	0
NR_002881	Defa-ps13	chr8:19300676-19304794	0	0
NM_139220	Defb7	chr8:19495096-19497775	0	0
NM_153108	Defb8	chr8:19445769-19447606	0	0
NM_001039553	4930467E23Rik	chr8:19729575-19753602	0	0
NR_030708	6820431F20Rik	chr8:19863863-19893010	12.2521	20.2035
NM_001177408	Gm15319	chr8:19933241-19958780	0	0
NR_028428	2610005L07Rik	chr8:19981359-20020392	2.46183	2.217
NR_030708	6820431F20Rik	chr8:19863863-19893010	12.2521	20.2035
NM_001177471	Gm15056	chr8:22040296-22041664	0	0
NM_001177471	Gm15056	chr8_random:307381-308749	0	0
NM_001025353	Gm6040	chr8:22056168-22061750	0	0
NM_001025353	Gm6040	chr8_random:287283-292865	0	0
NM_001012640	AY761185	chr8:22083372-22084427	0	0
NM_001012640	AY761185	chr8_random:264606-265659	0	0
NM_183253	Defa21	chr8:22165223-22166196	98.972	7.76889
NM_001012307	Defa23	chr8:22194718-22195696	140.021	9.95335
NM_007848	Defa-rs7	.	.	.
NM_001177481	Gm10104	chr8:22204716-22205680	73.6524	18.6933
NM_007849	Defa25	chr8:22224120-22224964	0	0
NM_001177482	Gm14851	chr8:22234649-22235729	408.191	25.0826
NM_001177485	Gm15284	chr8:22274328-22275277	532.771	35.0229
NM_207658	Defa22	chr8:22301955-22302928	109.194	5.87504
NM_001012307	Defa23	chr8:22194718-22195696	140.021	9.95335
NM_007848	Defa-rs7	.	.	.
NM_001177486	Gm15293	chr8:22341282-22342125	19.8365	6.25448
NM_001177487	Gm15292	chr8:22389440-22390140	3.06172	0
NM_007844	Defa-rs1	chr8:22465566-22466699	115.485	4.77236
NM_007850	Defa3	chr8:22427087-22428056	116.692	6.22919
NM_007851	Defa5	chr8:22437072-22438054	70.9239	21.3807
NM_001170955	Gm15299	chr8:22455224-22456066	0	0
NM_001177526	Gm7861	chr8:22565898-22566989	368.265	46.757
NM_183268	Defa20	chr8:22619727-22620709	184.004	34.6887
NM_001177521	Gm15308	chr8:22639501-22640484	160.531	33.4609
NM_001177518	Gm7849	.	.	.
NM_001177522	Gm14850	chr8:22675857-22676822	169.878	47.4902
NM_001177518	Gm7849	.	.	.
NM_001177523	Gm6696	chr8:22693498-22694339	0	0
NM_001079933	Defa26	chr8:22728639-22729444	7.87011	0
NM_001167790	Defa17	chr8:22766238-22767208	137.633	7.49973
NM_010039	Defa4	chr8:22776268-22777205	0.0771886	22.7421
NM_001177526	Gm7861	chr8:22565898-22566989	368.265	46.757
NR_003146	Defa-ps1	chr8:22805483-22806325	0	0
NM_001177528	Gm15315	chr8:22776268-22777205	79.2606	16.6131
NM_001007582	AY761184	chr8:22812995-22814119	244.511	58.585
NM_007843	Defb1	chr8:22887026-22905657	0	0
NM_001024225	Defa24	chr8:22844965-22845943	647.049	83.8868
NM_007852	Defa6	.	.	.
NM_139222	Defb15	chr8:23040284-23043182	0	0
NM_139221	Defb11	chr8:23015845-23016904	0	0
NM_139219	Defb9	chr8:22992184-22995906	0	0
NM_010030	Defb2	chr8:22950397-22953953	0	0
NM_139225	Defb10	chr8:22969372-22972482	0	0
NM_139224	Defb35	chr8:23048823-23051350	0	0
NM_139223	Defb13	chr8:23057233-23059094	0	0
NM_001081662	C86695	chr8:23069185-23074775	0	0
NM_026459	Ccdc70	chr8:23081067-23084513	0	0
NM_007511	Atp7b	chr8:23104819-23170546	2.99313	2.63944
NM_183142	Alg11	chr8:23171191-23178761	2.2659	3.24751
NM_011848	Nek3	chr8:23238754-23276907	1.36679	2.93347
NM_001162947	Nek3	chr8:23238754-23276907	0.218207	1.19647
NM_001004140	Ckap2	chr8:23278623-23296291	9.07628	0.771375
NM_027338	Vps36	chr8:23303331-23329069	16.5613	9.16828
NM_001205253	Thsd1	chr8:23337774-23371804	0	0
NM_019576	Thsd1	chr8:23337774-23371804	0	0
NM_181325	Slc25a15	chr8:23486021-23509093	23.452	36.3845
NM_020560	Mrps31	chr8:23521811-23540137	9.50341	19.5302
NM_001012667	AI316807	chr8:23573085-23680088	5.09E-07	0.0939182
NM_001146117	AI316807	chr8:23573085-23680088	16.5012	16.0546
NM_001198998	Vdac3	chr8:23687546-23704285	2.82099	4.70007
NM_011696	Vdac3	chr8:23687546-23704285	3.48272	3.92197
NM_145592	Dkk4	chr8:23734514-23738018	0	0
NM_011130	Polb	chr8:23738590-23763909	1.32792	4.12515
NR_027886	A930013F10Rik	chr8:23738590-23763909	1.35776	4.93469
NM_001159774	Ikbkb	chr8:23769676-23817055	12.131	4.56059
NM_010546	Ikbkb	chr8:23769676-23817055	2.95146	4.97703
NM_008872	Plat	chr8:23868215-23893320	0	0
NM_001122820	Ap3m2	chr8:23897825-23916126	0	0.22906
NM_029505	Ap3m2	chr8:23897825-23916126	0	0.293233
NR_030254	Mir486	chr8:24085353-24260968	0	0
NR_037293	Mir3107	chr8:24085353-24260968	0	0
NM_029002	Nkx6-3	chr8:24263742-24269420	1.55502	0.601755
NM_018743	Agpat6	chr8:24283417-24318925	14.561	3.95547
NM_024240	Gins4	chr8:24337081-24348140	16.7072	6.59666
NM_001042484	Golga7	chr8:24351797-24367552	3.24317	2.50562
NM_020585	Golga7	chr8:24351797-24367552	3.44811	1.42166
NM_013834	Sfrp1	chr8:24521973-24560104	0	3.34159
NM_026931	1810011O10Rik	chr8:25548087-25549418	4.92527	14.2466
NM_145949	Ido2	chr8:25642363-25686805	0	0
NM_008324	Ido1	chr8:25694612-25707481	0	0
NM_010084	Adam18	chr8:25712717-25785227	0	0
NM_007401	Adam5	chr8:25843456-25934841	0	0
NM_027194	Tm2d2	chr8:26127682-26133732	13.0212	8.84313
NM_001081187	Htra4	chr8:26135399-26149434	0	0
NM_031257	Plekha2	chr8:26149616-26212283	5.65457	12.77
NM_177089	Tacc1	chr8:26265023-26311921	1.58059	0.89706
NM_199323	Tacc1	chr8:26265023-26311921	1.62008	5.42566
NM_001079908	Fgfr1	chr8:26629243-26686186	0.206448	0.16191
NM_001079909	Fgfr1	chr8:26629243-26686186	0.038434	0.357228
NM_010206	Fgfr1	chr8:26629243-26686186	1.70921	0.272841
NM_173012	Letm2	chr8:26688961-26707959	2.0271	2.34508
NM_001081269	Whsc1l1	chr8:26712777-26830139	2.35157	3.00098
NM_028000	Ppapdc1b	chr8:26830519-26835359	11.1749	28.765
NM_028102	Ddhd2	chr8:26835795-26864752	3.42804	4.7378
NM_026121	Bag4	chr8:26875010-26895681	3.30949	2.95301
NM_026032	Lsm1	chr8:26896062-26914447	1.52579	1.14168
NM_011485	Star	chr8:26918984-26926454	1.71564	1.27307
NM_011791	Ash2l	chr8:26927341-26958142	20.2344	13.4017
NM_001080793	Ash2l	chr8:26927341-26958142	1.20348	1.61801
NM_029884	Hgsnat	chr8:27054930-27087216	3.9726	5.21474
NM_029037	4930444A02Rik	chr8:27091075-27104593	5.01059	2.31646
NM_008033	Fnta	chr8:27109193-27126073	7.56828	4.98418
NM_029965	Rnf170	chr8:27229851-27254341	4.54931	7.10644
NM_199042	Thap1	chr8:27268640-27274623	0.794997	4.77172
NM_001110508	Zfp703	chr8:28087807-28091934	21.7199	3.89535
NM_153592	Erlin2	chr8:28134330-28149896	20.2201	10.3948
NM_001039077	Prosc	chr8:28153026-28166604	6.65428	0.0366921
NM_001039078	Prosc	chr8:28153026-28166604	3.68E-06	0.0145993
NM_054057	Prosc	chr8:28153026-28166604	1.88622	6.4498
NM_001101502	Zfp703	chr8:28087807-28091934	58.9138	15.7821
NM_054044	Gpr124	chr8:28196312-28233908	0	1.60167
NM_025686	Brf2	chr8:28234303-28239104	2.36606	0
NM_001080813	Rab11fip1	chr8:28249244-28285118	14.2566	7.91168
NM_029423	Rab11fip1	chr8:28249244-28285118	13.9565	20.813
NM_013462	Adrb3	chr8:28336247-28340060	0	0
NM_007918	Eif4ebp1	chr8:28370798-28386128	22.1383	11.6675
NR_003107	Gm9731	chr8:28406516-28407672	0	0
NM_001013609	Tex24	chr8:28454865-28459660	0	0
NM_027454	Chrnb3	chr8:28479182-28510202	0	0
NM_173212	Chrnb3	chr8:28479182-28510202	0	0
NM_021369	Chrna6	chr8:28513683-28524416	0	0
NR_033590	Gm8096	chr8:29193665-29195325	0.0805083	0
NM_025869	Dusp26	chr8:32200133-32207519	0	0
NR_035414	Mir1186	chr8:32213392-32213514	0	0
NM_175136	Rnf122	chr8:32222317-32241945	1.69006	3.19442
NM_144927	BC019943	chr8:32260787-32279196	1.1521	1.33309
NM_001112729	BC019943	chr8:32260787-32279196	1.30E-10	2.89687
NM_001199988	BC019943	chr8:32260787-32279196	4.17125	1.52041
NM_026453	Mak16	chr8:32260787-32279196	1.88759	2.97847
NM_134161	Fut10	chr8:32297803-32371955	0	0
NM_001012517	Fut10	chr8:32297803-32371955	0	0
NM_178591	Nrg1	chr8:32928499-33028675	0	1.57408
NM_001177589	Gm3985	chr8:33998976-34060498	0	0
NM_152821	Purg	chr8:34496796-34527941	0	0
NM_001098233	Purg	chr8:34496796-34527941	0	0
NR_033589	Hmgb1-rs17	chr8:34594782-34596229	0	0
NM_031374	Tex15	chr8:34681015-34696057	0	0
NM_017374	Ppp2cb	chr8:34710092-34752448	14.2784	8.75234
NM_010344	Gsr	chr8:34763709-34808634	13.5334	15.2177
NM_011722	Dctn6	chr8:35153476-35171565	20.3395	17.0762
NM_001126314	Mboat4	chr8:35178083-35188239	1.69018	0.840302
NM_026609	Leprotl1	chr8:35198625-35209793	3.92175	12.3091
NM_026432	Tmem66	chr8:35217616-35233901	3.40651	6.30878
NM_176933	Dusp4	chr8:35870663-35882948	3.44187	0
NM_177741	Ppp1r3b	chr8:36438794-36451191	0	0.596066
NM_026067	Eri1	chr8:36528318-36558587	7.36419	4.4313
NM_027998	Cldn23	chr8:36887762-36889613	12.8714	25.9617
NM_172911	D8Ertd82e	chr8:37157881-37210841	17.3776	12.3486
NM_001081150	Lonrf1	chr8:37279117-37312570	1.87936	1.21867
NM_176952	6430573F11Rik	chr8:37552244-37576067	0	0.726658
NM_015802	Dlc1	chr8:37630792-38015490	0.120517	0.203474
NM_001039220	AI429214	chr8:38056628-38058587	0	0
NR_029884	Mir383	chr8:38585607-39724562	0	0
NM_001113326	Msr1	chr8:40667053-40728032	0	0
NM_031195	Msr1	chr8:40667053-40728032	0	0.513157
NM_030610	Fgf20	chr8:41364519-41372307	0	0
NM_011135	Cnot7	chr8:41578389-41596658	4.6766	8.42438
NM_033560	Vps37a	chr8:41597136-41720146	6.99726	12.0252
NM_010086	Adam24	chr8:41760447-41767553	0	0
NM_011781	Adam25	chr8:41837561-41841530	0	0
NM_001009548	4930529F22Rik	chr8:41878626-41882657	0	0
NM_001025380	Adam39	chr8:41908362-41912215	0	0
NM_007514	Slc7a2	chr8:41947720-42007424	2.38263	0.166762
NM_001044740	Slc7a2	chr8:41947720-42007424	1.81695	0.200272
NM_001005865	Mtus1	chr8:42076265-42219080	0.680551	2.0065
NM_001005864	Mtus1	chr8:42076265-42219080	0.00428248	0.00807882
NR_015457	B430010I23Rik	chr8:42076265-42219080	0.797059	0
NM_145594	Fgl1	chr8:42276787-42300510	0	0
NM_019734	Asah1	chr8:42425996-42460051	8.40834	14.8823
NM_013522	Frg1	chr8:42482807-42502472	1.94756	4.86785
NM_153096	Zfp353	chr8:43164626-43169733	0	0
NM_177742	Triml1	chr8:44215160-44226840	0	0
NM_001160412	Triml2	chr8:44268475-44279238	0	0
NM_009556	Zfp42	chr8:44380420-44392363	0	0
NM_001009547	Adam26b	chr8:44605217-44613491	0	0
NM_010085	Adam26a	chr8:44653629-44662061	0	0
NM_001025240	Gm5346	chr8:44710328-44712539	0	0
NM_145745	Adam34	chr8:44735662-44750914	0	0
NM_001079931	Gm5347	chr8:44759011-44784845	0	0
NR_033588	AY512931	chr8:46146055-46150772	0	0
NM_008639	Mtnr1a	chr8:46154563-46173860	0	0
NM_028066	F11	chr8:46326523-46347385	0	0
NM_008455	Klkb1	chr8:46354806-46380189	0	0
NM_153535	Fam149a	chr8:46422068-46467645	6.75854	0.71604
NM_126166	Tlr3	chr8:46481018-46495893	2.93901	4.96723
NM_016798	Pdlim3	chr8:46970838-47004900	0	2.14248
NM_001033246	Ccdc110	chr8:47020002-47029499	0	0
NM_138668	Ufsp2	chr8:47060892-47082213	4.94145	3.32254
NM_001039562	Ankrd37	chr8:47082261-47085204	0	1.5678
NM_026278	Lrp2bp	chr8:47095955-47114830	0	0
NM_025747	4933411K20Rik	chr8:47254909-47280944	7.06719	10.5004
NM_007450	Slc25a4	chr8:47292697-47296363	5.15901	2.05565
NM_173789	Helt	chr8:47377401-47380025	0	0
NM_027973	Mlf1ip	chr8:47637422-47702554	2.34027	1.98259
NM_001001184	Ccdc111	chr8:47637422-47702554	5.01838	2.0592
NM_177240	D030016E14Rik	chr8:48575481-48618824	7.12075	9.2308
NM_172407	Cdkn2aip	chr8:48794697-48799285	2.59244	3.19165
NM_001111318	Cldn24	chr8:48907496-48908159	0	0
NM_029383	Cldn22	chr8:48909835-48910829	0	0
NM_001161516	Dctd	chr8:49184445-49227021	51.3975	7.54317
NM_178788	Dctd	chr8:49184445-49227021	12.4638	1.95072
NR_027759	Dctd	chr8:49184445-49227021	2.09185	0.210282
NM_001161515	Dctd	chr8:49184445-49227021	4.47688	0.144561
NM_001005847	Aga	chr8:54597055-54608776	0.79283	1.23112
NM_001205054	Aga	chr8:54597055-54608776	1.58674	2.46623
NM_146208	Neil3	chr8:54672220-54724419	5.60045	5.10896
NM_029701	Spcs3	chr8:55605786-55615351	7.40161	6.31939
NM_029569	Asb5	chr8:55635683-55673189	0	0
NM_133711	Spata4	chr8:55686133-55695451	0	0
NM_028220	Wdr17	chr8:55714968-55809721	0	0
NM_001172152	Wdr17	chr8:55714968-55809721	0	0
NM_175939	Adam29	chr8:58349708-58385761	0	0
NM_008278	Hpgd	chr8:58773348-58799843	1.43467	19.8508
NM_001009951	BC088983	chr8:59010318-59029363	2.05731	0
NM_015791	Fbxo8	chr8:59029930-59072736	7.77568	9.3871
NM_010402	Hand2	chr8:59799779-59803314	0	0
NM_009136	Scrg1	chr8:59934719-59956382	0	0
NM_021788	Sap30	chr8:59961498-59966657	15.4919	6.75416
NM_008252	Hmgb2	chr8:59990639-59994796	5.76029	2.18194
NM_001177534	LOC100271928	chr8:60255019-61390424	0	0
NM_173411	BC030500	chr8:61390551-61393095	0	0
NM_011834	Aadat	chr8:62984920-63024474	0	0
NM_027756	Mfap3l	chr8:63111656-63155528	0.451138	0.127403
NM_001177881	Mfap3l	chr8:63111656-63155528	0.13291	0.200526
NM_001177882	Mfap3l	chr8:63111656-63155528	1.16804	0.464555
NM_028299	2700029M09Rik	chr8:63369247-63386369	7.24443	4.47784
NM_173876	Clcn3	chr8:63389185-63462108	0.00272267	0.0417034
NM_145595	Cbr4	chr8:63966530-63982297	2.9654	1.51523
NM_011922	Anxa10	chr8:64536317-64601915	0	0
NM_001136089	Anxa10	chr8:64536317-64601915	0	0
NM_001195687	Gm4975	chr8:66403490-66430967	0	0
NR_030491	Mir710	chr8:66993128-66993238	0	0
NM_025436	Sc4mol	chr8:67196941-67212375	2.84088	8.51655
NM_001163747	Tmem192	chr8:67471083-67492935	3.46184	8.01532
NM_028427	Tmem192	chr8:67471083-67492935	2.2635	6.70981
NM_001033429	Trim75	chr8:67505549-67511543	0	0
NM_153097	Trim60	chr8:67522346-67542587	0	0
NM_001177551	Trim61	chr8:67522346-67542587	0	0
NM_153110	Trim61	chr8:67522346-67542587	0	0
NM_025465	1810029B16Rik	chr8:69000244-69010406	4.31869	2.85668
NM_028927	Tktl2	chr8:69035638-69037677	0	0
NM_010934	Npy1r	chr8:69221320-69230697	0	0
NM_001163564	Naf1	chr8:69384115-69414463	5.84034	3.1747
NM_008673	Nat1	chr8:70014656-70016002	0	0
